screen_name,text,localidad,provincia,hora,verified,friends_count,followers,tweets,primera persona,segunda persona,tercera persona,sentimiento medio emojis,tiempo condicional,tiempo futuro,tiempo pasado,tiempo presente,mediana,sentiment
jofralo05,"😥😥 en Arrabal De Portillo, Castilla y León, Spain https://t.co/XSAyz7iZJs",Portillo,Valladolid,21,0,2362,841,225509,0,0,0,0.0,0,0,0,0,15050.0,-0.632008
jofralo05,"😕😕😕 en Arrabal De Portillo, Castilla y León, Spain https://t.co/53AGVBFZZV",Portillo,Valladolid,0,0,2362,841,225509,0,0,0,0.0,0,0,0,0,15050.0,0.0
AndyWarrol,Panal,Olvera,Cádiz,20,0,503,1657,216361,0,0,0,0.0,0,0,0,0,12250.0,0.0
AndyWarrol,Le han sobrado al menos 150,Olvera,Cádiz,11,0,503,1657,216361,0,0,1,0.0,0,0,0,1,12250.0,0.348572
AndyWarrol,Clarísimo queda que la maquinaria de la liga corrupta con los grandes medios subvencionados funciona a la perfección en tanto en cuanto el debate se centra en una tarjeta naranja en lugar de en los tres penaltis birlados al Real Madrid.,Olvera,Cádiz,16,0,503,1657,216361,0,0,3,0.0,0,0,0,3,12250.0,0.8645280000000001
AndyWarrol,"Llevo 2 días escuchando tertulias deportivas. En ellas los periodistas de la actualidad del Barça han usado multitud de excusas para exculpar a Xavi de la doble eliminación esta semana y aunque son excusas plausibles, absolutamente todas ellas valdrían para este hombre también.",Olvera,Cádiz,17,0,503,1657,216361,1,0,3,0.0,1,0,0,3,12250.0,0.635265
AndyWarrol,Cuantos murieron haciéndolo? sinvergüenzas!,Olvera,Cádiz,17,0,503,1657,216361,0,1,1,0.0,0,0,1,1,12250.0,-0.928737
AndyWarrol,Era muy importante que el Madrid ganase este partido. Sería un día ignominioso y triste en la historia del deporte que ganase un partido un entrenador con esos pantalones negros con rotos.,Olvera,Cádiz,21,0,503,1657,216361,0,0,4,0.0,1,0,3,0,12250.0,-0.89738
AndyWarrol,"Buenos días. 
Os traigo el outfit de Kyle Kuzma anoche.
Saludos. https://t.co/fJDtno8XKu",Olvera,Cádiz,7,0,503,1657,216361,1,0,0,0.0,0,0,0,1,12250.0,0.871088
AndyWarrol,Su cuerpo es un templo en el que no ha entrado jamás ninguna sustancia nociva.,Olvera,Cádiz,16,0,503,1657,216361,0,0,2,0.0,0,0,0,2,12250.0,0.0
AndyWarrol,La Kardashian está en Ubrique. Es la frase más random que jamás creí que escribiría. La realidad supera la ficción.,Olvera,Cádiz,19,0,503,1657,216361,1,0,4,0.0,1,0,1,3,12250.0,-0.326326
AndyWarrol,Ojalá os vayáis al paro todos los que trabajáis ahí.,Olvera,Cádiz,9,0,503,1657,216361,1,1,0,0.0,0,0,0,2,12250.0,0.287767
verdejomar,¿En serio que la han hecho más impermeable?,Almería,Almería,23,0,6620,9299,127433,0,0,1,0.0,0,0,0,1,12950.0,0.0
verdejomar,@joseamfiallo y un fans en una #nochedelosmuertitos @espacioeltintero #Almería #Cultura @ Espacio Cultural El Tintero https://t.co/YKmSO7KLuW,Almería,Almería,9,0,6620,9299,127433,0,0,0,0.0,0,0,0,0,12950.0,0.791103
verdejomar,Mucho hablamos de las remolachas y poco estamos hablando de la sequía que estamos sufriendo con un invierno cálido. Esto si que es un drama. #sinaguanohayvida https://t.co/nqA6OYg08y,Almería,Almería,9,0,6620,9299,127433,3,0,1,0.0,0,0,0,4,12950.0,-0.7740090000000001
verdejomar,"Que grandes. Haciendo alianzas 🔥
👏 👏 👏",Almería,Almería,23,0,6620,9299,127433,0,0,0,1.0,0,0,0,0,12950.0,0.7413569999999999
verdejomar,"""Este árbol lleva aquí miles de años. Hace mucho tiempo los hombres y los árboles eran buenos amigos"". (Mi vecino Totoro) https://t.co/jIcKV86FaD",Almería,Almería,22,0,6620,9299,127433,0,0,3,0.0,0,0,1,2,12950.0,0.0
verdejomar,Momentazo en @LateMotivCero con Joana ¡Qué emotivo!,Almería,Almería,22,0,6620,9299,127433,0,0,0,0.0,0,0,0,0,12950.0,0.740796
verdejomar,"Conectada a Terra con @tanxugueiras
#TanxugueirasAEurovision
#BenidormFest https://t.co/I5xQFDPRw4",Almería,Almería,21,0,6620,9299,127433,0,0,0,0.0,0,0,0,0,12950.0,0.0
verdejomar,"Es una pesadilla. Ser mujer en este mundo es un horror detrás de otro
#estamoshartas",Almería,Almería,10,0,6620,9299,127433,0,0,2,0.0,0,0,0,2,12950.0,-0.927894
verdejomar,"Todos llevamos un árbol I crustado en el pecho dice @joaquinaraujo en @BosqueHabitado #LaBeneficaRadio3
@arribalasramas https://t.co/PW92SA1mgX",Almería,Almería,9,0,6620,9299,127433,1,0,1,0.0,0,0,0,2,12950.0,0.0
verdejomar,Las clases de Arquitectura en la Universidad van a ser interesantes. Queremos saber qué contáis no os quedéis con las  disertaciones en clase.,Almería,Almería,16,0,6620,9299,127433,1,2,1,0.0,0,0,0,4,12950.0,-0.301746
rrubenfernandez,Siempre me doy cuenta de que hay isla cuando va x la mitad:(,Granada,Granada,22,0,2018,2121,38482,1,0,2,0.0,0,0,0,3,15750.0,0.0
rrubenfernandez,Pues nada el minuto de más que me he quedado en la cama me ha hecho perder el bus buenísimos días!!!!,Granada,Granada,6,0,2018,2121,38482,2,0,1,0.0,0,0,1,2,15750.0,0.5594819999999999
rrubenfernandez,Oye por que últimamente solo me salen tiktoks de gente comiéndose bichos en movimiento que es esto que miedo,Granada,Granada,13,0,2018,2121,38482,1,1,2,0.0,0,0,0,3,15750.0,-0.919918
rrubenfernandez,Por las noches abro listas de spoti que no debería de abrir,Granada,Granada,3,0,2018,2121,38482,1,0,1,0.0,1,0,0,1,15750.0,-0.45815
rrubenfernandez,Pobre abuelo,Granada,Granada,15,0,2018,2121,38482,0,0,0,0.0,0,0,0,0,15750.0,-0.94085
rrubenfernandez,La curva de la felicidad,Granada,Granada,13,0,2018,2121,38482,0,0,0,0.0,0,0,0,0,15750.0,0.0
rrubenfernandez,Que soldado nos marca ni cotiza,Granada,Granada,20,0,2018,2121,38482,0,0,2,0.0,0,0,0,2,15750.0,0.0
rrubenfernandez,Aaaaaaaaah que la culpa es de ella por hacerse la confiada no del hijo de la gran puta que la mata vale vale,Granada,Granada,12,0,2018,2121,38482,0,0,3,0.0,0,0,0,3,15750.0,-0.690388
rrubenfernandez,TE VEO MUY GATITA LE ACABA DE DECIR?,Granada,Granada,22,0,2018,2121,38482,1,0,0,0.0,0,0,0,1,15750.0,-0.58414
rrubenfernandez,Como se nota que ya no se madruga jajajajajajaja dios,Granada,Granada,1,0,2018,2121,38482,0,0,1,0.0,0,0,0,1,15750.0,-0.4349189999999999
f92152231,Muy buen y feliz día. 💋 🌹🍁☕🥐💚🇪🇦 en Valencia https://t.co/RfVA8VkZ4p,Tarancón,Cuenca,6,0,79,20,7557,0,0,0,0.8571428571428571,0,0,0,0,15050.0,0.996909
f92152231,Muy buena y feliz noche Navideña. 💋 🌹☃️🎍🎀🎄🥂💚🇪🇦 https://t.co/4Q7nmhMCkD,Tarancón,Cuenca,18,0,79,20,7557,0,0,0,1.0,0,0,0,0,15050.0,0.999319
f92152231,Muy buen y feliz día. 💋 🌹☕🥐💚🇪🇦 en Playa de Moncofa https://t.co/OAT3obd8MW,Tarancón,Cuenca,6,0,79,20,7557,0,0,0,1.0,0,0,0,0,15050.0,0.996072
f92152231,Muy buena y feliz tarde. 💋🌹🤴👲👲🏿🥂💚🇪🇦 en Playa de Moncofa https://t.co/rQYlTjE560,Tarancón,Cuenca,16,0,79,20,7557,0,0,0,0.75,0,0,0,0,15050.0,0.998921
f92152231,Muy buen y feliz día. 💋⚘🎅🌲☃️💚🇪🇦 en Spain https://t.co/3GQ44TH3kZ,Tarancón,Cuenca,6,0,79,20,7557,0,0,0,1.0,0,0,0,0,15050.0,0.994079
f92152231,Buenas noches y feliz descanso. 💋🌹🌜🍾🥂💚🇪🇦 en Spain https://t.co/e21sLDPLRp,Tarancón,Cuenca,18,0,79,20,7557,0,0,0,0.7142857142857143,0,0,0,0,15050.0,0.989915
f92152231,"Muy buena y feliz noche dulces sueños. 💋🌹🌜🍁🥂💚🇪🇦 en Valencia, España https://t.co/9R1NYZjwpP",Tarancón,Cuenca,19,0,79,20,7557,0,0,0,0.7142857142857143,0,0,0,0,15050.0,0.999396
f92152231,Muy buen y feliz 31 de Diciembre. 💋🌹🍇🍾🥂💚🇪🇦 en Playa de Moncofa https://t.co/LQCbrdOVOJ,Tarancón,Cuenca,6,0,79,20,7557,0,0,0,0.8571428571428571,0,0,0,0,15050.0,0.99595
f92152231,PATÉTICO en Spain https://t.co/ZmZrrBaYVq,Tarancón,Cuenca,20,0,79,20,7557,0,0,0,0.0,0,0,0,0,15050.0,0.0
f92152231,Buenas noches y dulces sueños. 💋🌹🌜🥂💚🇪🇦 en Spain https://t.co/VXKz7pgcdM,Tarancón,Cuenca,20,0,79,20,7557,0,0,0,0.8333333333333334,0,0,0,0,15050.0,0.982936
davidayuso1967,"Casado: ""Calviño no se disculpa. Haremos saber que es un bluff y miente. Acabará como Solbes"" https://t.co/77j5wchmLJ",Madrid,Madrid,7,0,730,1417,89349,1,0,3,0.0,0,1,0,2,27650.0,-0.6233850000000001
davidayuso1967,Cómo intervenga el figurín de @sanchezcastejon el sepulturero vamos listos. 👿Sánchez convoca una reunión extraordinaria de presidentes por el aumento de contagios por Covid-19 https://t.co/EMfXrbqKP0 a través de @ABCespana,Madrid,Madrid,15,0,730,1417,89349,1,0,2,0.0,0,0,0,3,27650.0,-0.4835649999999999
davidayuso1967,Operación Pantano: Más de 500.000 euros en 'facturas fantasmas' y de familiares del PSOE https://t.co/BoRNaM5MK7 a través de @ABC_Madrid,Madrid,Madrid,15,0,730,1417,89349,0,0,0,0.0,0,0,0,0,27650.0,0.0
davidayuso1967,"Yolanda Díaz, otro cadáver en Moncloa https://t.co/DkyKaWnfOH",Madrid,Madrid,11,0,730,1417,89349,0,0,0,0.0,0,0,0,0,27650.0,-0.804781
davidayuso1967,"Marlaska hasta el final, ya le queda menos pero su sombra tenebrosa le acompañará siempre. Nunca olvidar. El coronel Pérez de los Cobos recurre ante el Supremo el veto de Marlaska a su ascenso a general https://t.co/oVcwZD5m9n",Madrid,Madrid,17,0,730,1417,89349,0,0,3,0.0,0,1,0,2,27650.0,-0.5161789999999999
davidayuso1967,A Yolanda Díaz le da asquito Ciudadanos https://t.co/DwmrR4g6FL,Madrid,Madrid,18,0,730,1417,89349,0,0,1,0.0,0,0,0,1,27650.0,-0.81954
davidayuso1967,"TVE, obligada a hacer público el elevado sueldo de Rosa María Mateo: gracias a una sentencia https://t.co/do2Rp1C97D",Madrid,Madrid,0,0,730,1417,89349,0,0,0,0.0,0,0,0,0,27650.0,0.406114
davidayuso1967,"Mañueco anuncia un 'cheque bebé', una rebaja del IRPF autonómico y 20 millones para ayuntamientos: https://t.co/NZR2rpR4Kq",Madrid,Madrid,16,0,730,1417,89349,0,0,1,0.0,0,0,0,1,27650.0,0.0
davidayuso1967,Y vivimos en una verdadera democracia? Cádiz en la 'era Kichi': Un alcalde contra 3.000 años de historia https://t.co/51I4IKnjqh a través de @abc_es,Madrid,Madrid,22,0,730,1417,89349,1,0,1,0.0,0,0,1,1,27650.0,-0.5015109999999999
davidayuso1967,"En España, solo, hay derrotas - Amando de Miguel - Libertad Digital https://t.co/BsRTV6Toov",Madrid,Madrid,20,0,730,1417,89349,0,0,1,0.0,0,0,0,1,27650.0,0.0
PokeLexgnzlz,"Hay que ser basura para hacer esto, mentir desde el principio, fingir por dos años y revelar sus verdaderas intenciones tras ello de forma tan desagradable. Y encima amenazando e insultando cuando pese a todo le siguen hablando con bastante respeto. Asco.",Gijón,Asturias,15,0,774,3974,202826,1,0,2,0.0,0,0,0,3,19950.0,-0.923501
PokeLexgnzlz,Quién pudiera.,Gijón,Asturias,20,0,774,3974,202826,0,0,1,0.0,0,0,1,0,19950.0,-0.508574
PokeLexgnzlz,"Cuántos pondrían a otros de lo peor hablando conmigo y me acabaron dando la espalda, mientras que del que hablaban lo peor no me ha dado razones para caerme mal...",Gijón,Asturias,1,0,774,3974,202826,0,0,4,0.0,1,0,2,1,19950.0,-0.983864
PokeLexgnzlz,Pájaros Legendarios de Galar shiny anunciados https://t.co/pkiRF3YIL1 a través de @YouTube,Gijón,Asturias,20,0,774,3974,202826,0,0,0,0.0,0,0,0,0,19950.0,0.0
PokeLexgnzlz,"¿Qué has hecho en el colegio?
Pelear verbalmente ✅
Pelear físicamente ✅
Nota baja ✅
Recuperación ✅
Saltarte una clase ✅
Advertencia ✅
Expulsado de clase ✅
Alumno sobresaliente ✅
Llorar en el salón ✅
Te encontraron copiando ❌
Dormir en clase ❌",Gijón,Asturias,20,0,774,3974,202826,0,1,1,0.0,0,0,1,1,19950.0,-0.7311979999999999
PokeLexgnzlz,A ver si no va a hacer falta el tweaking...,Gijón,Asturias,8,0,774,3974,202826,0,0,1,0.0,0,0,0,1,19950.0,-0.643706
PokeLexgnzlz,"No sé si quedarme a ver ""Ciudadano Kane"" en TRECE (22:00) o ""Cometieron dos errores"" en La 1 (22:10).",Gijón,Asturias,20,0,774,3974,202826,1,0,1,0.0,0,0,1,1,19950.0,0.0
PokeLexgnzlz,"2014, 2016 o 2017. Las que mejor recuerdo de la década pasada.",Gijón,Asturias,14,0,774,3974,202826,0,0,0,0.0,0,0,0,0,19950.0,0.0
PokeLexgnzlz,"¿Qué Pokémon escogerías según el tipo de gimnasio que fueras?

Me tocó el tipo Lucha

¡Responde con un emoji y te digo un tipo! https://t.co/tH39F2x8DT",Gijón,Asturias,13,0,774,3974,202826,1,1,2,0.0,1,0,1,2,19950.0,0.0
PokeLexgnzlz,MTs de un uso en los remakes de Sinnoh https://t.co/hzbdxDcZVX a través de @YouTube,Gijón,Asturias,20,0,774,3974,202826,0,0,0,0.0,0,0,0,0,19950.0,0.0
VirginiaOlmedo,"Almudena Grandes: divertida, llena de amigos, rigurosa, del Atleti y roja https://t.co/QfSMnXEqih vía @el_pais",Madrid,Madrid,21,0,3074,3275,35065,0,0,0,0.0,0,0,0,0,20650.0,0.8826280000000001
VirginiaOlmedo,"Lo cutre español: ¿chovinismo retorcido? 
➡️ Estamos habituados a bloques con terrazas cerradas descuidadamente sin que se perciba la aberración estética
➡️A reformas hechas de cualquier manera en inmuebles de valor arquitectónico o histórico 
https://t.co/VZOLZZ1ELt @el_pais",Madrid,Madrid,6,0,3074,3275,35065,1,0,1,1.0,0,0,0,2,20650.0,-0.524085
VirginiaOlmedo,"Francia detecta IHU, una posible nueva variante que podría tener hasta 46 mutaciones y 37 deleciones https://t.co/PxeSOAt4QT vía @iSanidad",Madrid,Madrid,7,0,3074,3275,35065,0,0,2,0.0,1,0,0,1,20650.0,0.0
VirginiaOlmedo,"#Aravaca #Madrid #AvenidaOsaMayor en Aravaca, Madrid, Spain https://t.co/lS83xB5mgj",Madrid,Madrid,19,0,3074,3275,35065,0,0,0,0.0,0,0,0,0,20650.0,0.0
VirginiaOlmedo,El Gobierno de España ordena proteger de la expulsión a mujeres extranjeras víctimas de violencia machista cuyos papeles dependan de su agresor https://t.co/T1Wk6eVLWa vía @eldiarioes,Madrid,Madrid,7,0,3074,3275,35065,0,0,2,0.0,0,0,0,2,20650.0,-0.7604920000000001
VirginiaOlmedo,La Seguridad Social reconoce como accidente de trabajo el #acosolaboral  https://t.co/M3oDqDqVaB vía @el_pais,Madrid,Madrid,10,0,3074,3275,35065,0,0,1,0.0,0,0,0,1,20650.0,0.0
VirginiaOlmedo,La dos únicas maneras de financiar los #serviciospúblicos son: con los #impuestos (#socialdemocracia) o emitiendo #deudapública al tiempo que se bajan populistamente los impuestos (neoliberalismo). Adivinen cuál es la que mantiene los servicios públicos en #excelenteestado.,Madrid,Madrid,15,0,3074,3275,35065,0,0,4,0.0,0,0,0,4,20650.0,0.744751
VirginiaOlmedo,"“Lo mejor de la vida laboral es cuando una persona que confía en ti, y que tú admiras, te recomienda para un puesto sin que se lo hayas pedido”. Eso hizo por mí #JavierReverte #periodista",Madrid,Madrid,13,0,3074,3275,35065,1,1,4,0.0,0,0,1,5,20650.0,0.960345
VirginiaOlmedo,Nadie quiere terminar el tren de @CercaniasMadrid fantasma de Esperanza Aguirre entre #Móstoles y #Navalcarnero 100.000 personas lo esperan y una N-V atascada @ComunidadMadrid https://t.co/18doaWxUOL vía @el_pais,Madrid,Madrid,8,0,3074,3275,35065,0,0,2,0.0,0,0,0,2,20650.0,0.0
VirginiaOlmedo,"«Que los hombres progresistas van a ser siempre aliados feministas es un mito»: Ana Bernal Triviño
 https://t.co/1qK96AwU9j",Madrid,Madrid,19,0,3074,3275,35065,0,0,2,0.0,0,0,0,2,20650.0,0.0
yoyi_ducati,"Sandra yo no soy Darío. Pero es que te juro, QUE YO TAMPOCO TE ENTIENDO, XOXETE!!!! #LaIslaDeLasTentaciones8 https://t.co/RPO6GMKEhB",Redondela,Pontevedra,23,0,1692,2558,91642,2,0,1,0.0,0,0,0,3,15050.0,-0.333885
yoyi_ducati,Necesito un café. Quién me lo trae? 🤣,Redondela,Pontevedra,9,0,1692,2558,91642,1,0,1,1.0,0,0,0,2,15050.0,0.0
yoyi_ducati,"Porque cojones no me salen las notificaciones!!! Me voy a cagar en todito!!!!
Perdón si no respondo. Es que no me salen!!! 🤬",Redondela,Pontevedra,22,0,1692,2558,91642,3,0,3,0.0,0,0,0,6,15050.0,-0.7748689999999999
