Fecha,NMT,Situación,Ld,Le,Ln,LAeq24,LAS01,LAS10,LAS50,LAS90,LAS99
feb-19,14,Glorieta Fdez. Ladreda,65.6,64.8,59.9,"64,2",N/D,N/D,N/D,N/D,N/D
feb-19,16,Arturo Soria,62.9,61.4,56.3,"61,3","68,9","64,6","58,9","42,2","36,3"
feb-19,17,Villaverde,57.7,56.8,50.3,"56,1",65,"58,5","52,3","41,8","36,6"
feb-19,18,Farolillo,58.9,57.4,50.6,"57,1","65,9","58,9","51,8","42,5","38,1"
feb-19,19,Alto Extremadura,60.9,60.0,55.2,"59,5","67,4","62,4",56,"46,1","38,1"
feb-19,20,Avda de Moratalaz,69.0,60.9,53.2,"66,3","78,8",65,"57,1","43,5",38
feb-19,24,Casa de Campo,50.0,46.6,44.4,"48,3",56,51,"45,7","39,5","37,1"
feb-19,25,Santa Eugenia,66.9,66.4,62.2,"65,7","70,3",68,"65,6",58,"49,7"
feb-19,26,Embajada,61.3,60.6,56.9,"60,1","66,9","63,6",58,"50,7","44,3"
feb-19,27,Barajas Pueblo,63.5,65.4,57.8,"62,8",73,"66,2","54,4","44,5","38,9"
feb-19,28,Cuatro Vientos,68.9,66.7,61.0,"67,1","75,3","71,6","61,8","42,4","37,7"
feb-19,29,El Pardo,58.3,55.9,50.2,"56,4","65,4","60,6","50,5",35,"32,3"
feb-19,30,Campo de las Naciones,61.0,59.2,53.6,"59,2","66,8","62,5","57,2","44,6","40,8"
feb-19,31,Sanchinarro,63.8,63.6,53.5,"62,2","72,2","67,1","54,4","43,3","38,4"
feb-19,47,Méndez Álvaro,54.9,56.6,48.5,"54,1","64,4","55,2",48,"40,2","36,6"
feb-19,48,Castellana,63.7,62.9,59.4,"62,5","68,9","65,6",61,"53,5","46,1"
feb-19,50,Pza de Castilla,68.1,66.0,61.6,"66,4","71,8",67,"63,2","55,4","48,2"
feb-19,54,Ensanche de Vallecas,61.3,61.1,54.0,"59,9","66,9","63,5","58,2","44,2","39,3"
feb-19,55,Urbanización Embajada II,57.8,56.4,52.1,"56,3","64,6","59,1",52,"44,7",41
feb-19,86,Tres Olivos,58.8,57.0,50.6,57,"66,8","60,8","51,5","38,7","36,3"
mar-19,1,Paseo de Recoletos,68.2,67.8,65.3,"67,4","73,8","70,5","64,8","57,1","49,5"
mar-19,2,Carlos V,69.8,71.0,66.1,"69,2","76,5","70,6",67,"60,7",54
mar-19,3,Plaza del Carmen,65.7,60.9,60.0,"63,6","74,9","64,4","57,7","51,5","47,2"
mar-19,4,Plaza de España,65.1,65.0,61.2,"64,2","72,3","66,3","62,6","55,9","48,7"
mar-19,5,Barrio del Pilar,63.0,60.9,54.4,"61,1","68,9","62,6","57,7","47,3","41,7"
mar-19,6,Gregorio Marañón,71.3,70.7,66.8,"70,1","77,3","73,5",67,"59,7","51,3"
mar-19,8,Escuelas Aguirre,67.0,66.3,63.3,66,"72,8","68,9","64,2","56,1","45,1"
mar-19,10,Cuatro Caminos,65.8,64.9,58.8,"64,3","72,6","67,7","59,9",48,"40,7"
mar-19,11,Ramón y Cajal,69.0,67.5,62.8,"67,4","75,6","70,4","65,1","52,1","40,8"
mar-19,12,Plaza Manuel Becerra,64.2,63.7,58.6,"62,9","70,5","64,8","60,7",53,46
mar-19,13,Vallecas,63.8,58.5,52.2,"61,4","65,6","60,1","53,6","41,9","37,8"
mar-19,14,Glorieta Fdez. Ladreda,64.6,63.8,59.3,"63,3","70,3","65,7","61,7","54,1","47,1"
mar-19,16,Arturo Soria,61.9,60.6,55.7,"60,4","67,6","63,8","58,2","42,8","35,5"
mar-19,17,Villaverde,58.2,58.0,50.0,"56,7","65,4","58,7","52,6","40,7","34,4"
mar-19,18,Farolillo,57.6,57.7,51.1,"56,3","65,9","58,7","51,4","42,4","37,7"
mar-19,19,Alto Extremadura,60.5,60.4,55.0,"59,3","67,1",62,"55,4","45,2","36,1"
mar-19,20,Avda de Moratalaz,68.5,60.2,53.4,"65,7","78,3","66,7","56,8","44,3","38,4"
mar-19,24,Casa de Campo,50.7,47.7,44.1,"48,9","56,7","51,9","46,6","39,3","36,2"
mar-19,25,Santa Eugenia,66.6,66.0,61.7,"65,4","70,5","67,7","65,1","57,9","49,4"
mar-19,26,Embajada,61.2,60.0,56.5,"59,9","66,9","63,3","57,7","50,6",43
mar-19,27,Barajas Pueblo,62.9,64.9,57.7,"62,3","72,7","65,8","53,9","43,2","35,5"
mar-19,28,Cuatro Vientos,68.1,66.3,60.3,"66,3","74,7","70,8","60,7","43,3","37,7"
mar-19,29,El Pardo,58.2,55.6,50.0,"56,3",65,"60,2","50,4","35,7","33,2"
mar-19,30,Campo de las Naciones,60.4,58.7,54.0,"58,8","66,5",62,"56,2","43,7","38,8"
mar-19,31,Sanchinarro,63.0,62.9,52.8,"61,4","71,6","66,4","53,2","42,3","37,5"
mar-19,47,Méndez Álvaro,55.3,57.3,48.4,"54,5","65,4","54,9","48,2","39,2","34,7"
mar-19,48,Castellana,63.0,62.4,59.1,"61,9","68,6",65,"60,4","53,6","47,4"
mar-19,50,Pza de Castilla,66.2,65.7,61.2,65,"71,8","66,8","62,8","55,1","48,2"
mar-19,54,Ensanche de Vallecas,60.9,60.5,53.8,"59,5","66,6","62,8","57,4","43,5","37,9"
mar-19,55,Urbanización Embajada II,58.3,55.5,51.3,"56,5",64,"58,7","51,7","44,3",40
mar-19,86,Tres Olivos,58.5,56.6,50.2,"56,7","66,3","60,3","51,3","38,5","35,6"
abr-19,1,Paseo de Recoletos,67.4,67.3,64.3,"66,6","73,2",70,"63,8","55,6",48
abr-19,2,Carlos V,70.0,69.8,66.3,69,"75,5",71,67,"60,5","53,8"
abr-19,3,Plaza del Carmen,63.2,61.5,59.7,62,"71,6","63,4","57,2","51,3","46,7"
abr-19,4,Plaza de España,65.1,64.8,60.5,64,"71,9","66,3","62,5","55,2","48,2"
abr-19,5,Barrio del Pilar,62.1,62.1,54.2,"60,7","68,1","62,7","57,5","46,3","40,6"
abr-19,6,Gregorio Marañón,71.5,71.0,66.9,"70,3","77,7","73,8","67,2","59,5","50,3"
abr-19,8,Escuelas Aguirre,67.1,66.9,63.6,"66,2","73,1","69,2","64,4","56,4",46
abr-19,10,Cuatro Caminos,65.8,65.2,59.2,"64,4","72,8","67,8","59,6","48,4","42,1"
abr-19,11,Ramón y Cajal,68.3,67.3,61.1,"66,8","74,3","69,8","64,3","50,9","39,3"
abr-19,12,Plaza Manuel Becerra,64.4,65.3,58.7,"63,4","71,4","64,9","60,7","52,9","45,7"
abr-19,13,Vallecas,61.0,58.2,51.4,59,"68,5","60,3","53,1",42,"37,7"
abr-19,14,Glorieta Fdez. Ladreda,64.9,65.4,59.8,"63,9","70,4",66,62,"54,6","48,3"
abr-19,16,Arturo Soria,61.9,61.1,56.1,"60,5","67,6","64,3","58,3","42,8","34,6"
abr-19,17,Villaverde,57.3,57.7,50.5,"56,1",65,"58,7","52,4",41,"33,8"
abr-19,18,Farolillo,59.2,57.8,49.6,"57,4","67,1","58,7","51,4","41,7","37,3"
abr-19,19,Alto Extremadura,60.3,60.5,54.7,"59,1","67,2","62,1","55,5","44,9",36
abr-19,20,Avda de Moratalaz,66.0,61.9,54.8,"63,7","75,6","65,1","56,8","43,9","37,7"
abr-19,24,Casa de Campo,50.8,48.6,43.5,49,"57,6","51,9","45,7","38,9","36,2"
abr-19,25,Santa Eugenia,67.6,67.3,63.2,"66,5","72,7","68,9","65,7","58,3","48,9"
abr-19,26,Embajada,62.0,60.8,57.2,"60,7",69,64,"58,1",51,"42,8"
abr-19,27,Barajas Pueblo,62.6,63.6,57.1,"61,6","71,9","65,4","53,6","42,7",35
abr-19,28,Cuatro Vientos,67.9,66.8,60.4,"66,3","74,9","70,8","60,6","43,9",37
abr-19,29,El Pardo,58.4,56.5,53.6,57,"66,1","60,7","50,8","35,6",33
abr-19,30,Campo de las Naciones,60.9,59.9,54.2,"59,4","67,4","62,7",57,"43,9","38,4"
abr-19,31,Sanchinarro,63.4,63.7,52.9,"61,9","72,6","66,7","53,1","42,5","37,1"
abr-19,47,Méndez Álvaro,56.0,56.7,48.0,"54,8","65,5","55,7","48,6","39,4","34,4"
abr-19,48,Castellana,63.1,62.8,58.5,62,"68,8","65,3","60,4",53,"45,8"
abr-19,50,Pza de Castilla,66.8,66.2,61.5,"65,5","71,7","67,3","62,9","55,4","48,8"
abr-19,54,Ensanche de Vallecas,60.9,60.8,53.3,"59,5","67,3",63,"57,3","42,7","36,4"
abr-19,55,Urbanización Embajada II,57.3,55.4,51.2,"55,7","64,1","58,7","51,5","44,1","39,6"
abr-19,86,Tres Olivos,58.6,57.3,50.2,"56,9","66,4","60,5","51,5","38,6","35,3"
may-19,1,Paseo de Recoletos,66.7,66.8,63.8,"65,9",72,"69,2","63,5","55,5","48,3"
may-19,2,Carlos V,69.2,68.9,65.7,"68,3","75,3","70,2","66,6","60,1","53,8"
may-19,3,Plaza del Carmen,62.1,61.3,60.1,"61,4","70,6","63,5","58,1","52,3","48,3"
may-19,4,Plaza de España,67.2,63.2,59.0,"65,1","75,4","68,5","60,8","53,5","46,9"
may-19,5,Barrio del Pilar,60.6,61.5,54.0,"59,5","66,7",62,"57,3","47,6","42,8"
may-19,6,Gregorio Marañón,70.8,70.3,66.3,"69,7","76,8","72,9","66,5","59,3",51
may-19,8,Escuelas Aguirre,66.7,66.3,62.9,"65,7","72,5","68,5","63,9",56,46
may-19,10,Cuatro Caminos,65.0,64.4,58.9,"63,7","71,8","66,8","59,1","48,8","44,3"
may-19,11,Ramón y Cajal,67.7,66.9,60.8,"66,2","73,6","68,9","63,9","51,1","40,2"
may-19,12,Plaza Manuel Becerra,64.1,63.9,58.6,"62,9","70,8","64,7","60,4","52,4",45
may-19,13,Vallecas,57.2,58.8,51.8,"56,4",65,"58,6","52,5","42,7","37,7"
may-19,14,Glorieta Fdez. Ladreda,64.2,64.1,59.3,"63,1","70,1","65,2","61,3","54,2","48,3"
may-19,16,Arturo Soria,60.9,60.0,55.3,"59,5","66,3","62,9","57,4","42,5","34,8"
may-19,17,Villaverde,57.6,60.4,51.5,"57,1","66,5",60,"53,6","41,8",36
may-19,18,Farolillo,57.5,59.5,58.5,"58,2","66,6","59,1","52,1","42,3","37,9"
may-19,19,Alto Extremadura,60.0,60.0,54.2,"58,8",67,"61,4","54,7","43,7","35,1"
may-19,20,Avda de Moratalaz,61.0,60.1,55.5,"59,6","67,4","61,4","55,9","44,3",38
may-19,24,Casa de Campo,50.1,48.5,42.8,"48,4","57,9","51,6",44,38,"36,1"
may-19,25,Santa Eugenia,65.9,65.7,62.0,"64,9","69,5",67,"64,5","57,8","48,9"
may-19,26,Embajada,61.5,59.5,56.1,"59,9","67,3","62,8","57,1","50,2","42,4"
may-19,27,Barajas Pueblo,61.9,61.2,56.6,"60,6","70,8","64,8","53,4","42,9","35,6"
may-19,28,Cuatro Vientos,67.0,65.7,59.4,"65,3","73,8","69,7","59,9","42,4","37,5"
may-19,29,El Pardo,58.0,56.6,51.4,"56,4",65,"59,8","51,4","35,8","33,3"
may-19,30,Campo de las Naciones,60.2,59.1,53.6,"58,7","66,4","61,7","56,4","42,1","37,3"
may-19,31,Sanchinarro,62.3,62.6,52.4,"60,8","70,9","65,7","52,3","42,6","37,7"
may-19,47,Méndez Álvaro,56.0,57.7,48.9,"55,1","65,2","54,8","49,1","42,2","35,4"
may-19,48,Castellana,62.4,61.9,58.0,"61,3",68,"64,3","59,7","53,2","47,3"
may-19,50,Pza de Castilla,69.0,65.3,60.7,"66,9",77,"66,8","62,3","54,6",48
may-19,54,Ensanche de Vallecas,59.9,59.8,53.3,"58,6","65,8",62,"56,5",43,"37,3"
may-19,55,Urbanización Embajada II,56.2,55.0,50.7,"54,8","62,8","57,8","51,1","44,7","40,4"
may-19,86,Tres Olivos,57.9,56.9,57.2,"57,5","65,6",60,"51,4","38,4","35,3"
jun-19,1,Paseo de Recoletos,67.1,66.8,64.0,"66,2","72,6","69,2","63,9","56,1","48,8"
jun-19,2,Carlos V,69.1,69.1,66.1,"68,3",75,70,"66,5","60,5",54
jun-19,3,Plaza del Carmen,63.3,61.5,61.5,"62,5",72,"63,8","58,4",53,"49,2"
jun-19,4,Plaza de España,65.9,62.6,59.0,64,"74,3","66,3","60,5","53,7","46,7"
jun-19,5,Barrio del Pilar,61.1,63.8,57.1,"60,8","70,8","62,6","57,7","47,2","41,2"
jun-19,6,Gregorio Marañón,70.9,70.2,66.5,"69,7",77,"72,9","66,4","59,5","51,3"
jun-19,8,Escuelas Aguirre,66.5,67.0,63.9,"65,9",73,"68,6",64,57,"48,9"
jun-19,10,Cuatro Caminos,65.0,63.9,59.7,"63,6","71,8","66,8","59,3","49,3","44,2"
jun-19,11,Ramón y Cajal,67.6,67.0,61.1,"66,1","72,5","68,8","64,2","51,4","40,1"
jun-19,12,Plaza Manuel Becerra,64.2,64.2,59.1,"63,1","71,1","64,7","60,3","52,6","45,1"
jun-19,13,Vallecas,57.3,59.5,53.8,57,"65,6","58,7","52,8","43,7","37,1"
jun-19,14,Glorieta Fdez. Ladreda,64.4,63.8,59.8,"63,2","69,9","65,2","61,6","54,8","49,3"
jun-19,16,Arturo Soria,60.6,59.6,55.1,"59,2","65,8","62,5","57,1","42,8","34,8"
jun-19,17,Villaverde,57.8,62.4,53.2,"58,2","68,3","60,6","53,9","42,7","36,1"
jun-19,18,Farolillo,59.6,59.2,50.6,58,"68,4","60,9","52,6","42,5","38,6"
jun-19,19,Alto Extremadura,59.6,59.0,53.3,"58,2",67,"60,9","53,6","37,7","29,3"
jun-19,20,Avda de Moratalaz,60.4,60.7,55.7,"59,3","66,9","61,3","55,8","44,7","37,4"
jun-19,24,Casa de Campo,49.7,49.3,43.5,"48,3","56,6","51,2","45,3","39,9","37,1"
jun-19,25,Santa Eugenia,65.6,65.4,61.8,"64,6","69,2","66,8","64,3","58,2","49,9"
jun-19,26,Embajada,60.6,59.4,56.2,"59,3","66,2","62,6","57,3","51,2","43,8"
jun-19,27,Barajas Pueblo,61.3,60.2,56.9,"60,1","70,3","64,2","52,8","44,4","36,5"
jun-19,28,Cuatro Vientos,67.1,65.9,59.9,"65,5","73,8","69,7","60,7",44,"38,1"
jun-19,29,El Pardo,58.4,56.5,52.0,"56,8","65,3","59,8","52,3","38,2","33,7"
jun-19,30,Campo de las Naciones,59.8,59.4,55.2,"58,6","66,7","61,4","56,6","44,3","38,7"
jun-19,31,Sanchinarro,61.8,62.2,52.1,"60,3","70,6","65,2","51,7","40,5",29
jun-19,47,Méndez Álvaro,56.2,58.7,50.0,"55,6","67,3","55,5","49,8","42,1","35,5"
jun-19,48,Castellana,62.3,61.9,58.3,"61,2",68,"64,2","59,7","53,5","47,9"
jun-19,50,Pza de Castilla,66.1,65.6,60.9,"64,8",72,"66,3","62,3",55,"48,5"
jun-19,54,Ensanche de Vallecas,59.9,59.6,53.0,"58,5","65,6","61,7","56,4","43,1","35,1"
jun-19,55,Urbanización Embajada II,57.2,55.9,51.8,"55,7","63,9","58,2","52,1","46,4","41,6"
jun-19,86,Tres Olivos,58.4,57.0,51.5,"56,8","65,8","60,1","51,7","39,3","35,3"
jul-19,1,Paseo de Recoletos,66.9,67.5,66.6,"66,9",74,"69,2","63,8","56,2",50
jul-19,2,Carlos V,69.2,76.0,70.5,"71,7",80,"70,1","66,4","60,3","53,6"
jul-19,3,Plaza del Carmen,63.1,62.6,62.8,"62,9","71,8","64,7","58,6","53,3","49,4"
jul-19,4,Plaza de España,64.0,62.4,58.8,"62,6","72,2","64,6","59,8","53,6","47,8"
jul-19,5,Barrio del Pilar,61.2,62.4,55.0,"60,2","66,9","62,1","57,6","47,4","41,4"
jul-19,6,Gregorio Marañón,70.5,69.8,66.1,"69,3","76,8","72,5",66,"58,9",51
jul-19,8,Escuelas Aguirre,65.7,66.0,62.7,65,N/D,N/D,N/D,N/D,N/D
jul-19,10,Cuatro Caminos,64.5,63.7,59.0,"63,1",N/D,N/D,N/D,N/D,N/D
jul-19,11,Ramón y Cajal,67.2,66.8,60.8,"65,8","72,3","68,7","63,7","50,8","40,6"
jul-19,12,Plaza Manuel Becerra,63.4,63.0,57.8,"62,1","69,9","63,7","59,2","51,1","43,4"
jul-19,13,Vallecas,58.0,64.1,61.5,"60,9",74,"59,4",53,"45,4","37,8"
jul-19,14,Glorieta Fdez. Ladreda,64.0,63.8,59.7,63,"69,6","64,9","61,4","54,8",49
jul-19,16,Arturo Soria,60.2,59.4,54.9,"58,8","65,6","62,3","56,4","42,4","35,3"
jul-19,17,Villaverde,57.4,61.8,54.9,58,"68,3","60,7","53,2",44,"37,2"
jul-19,18,Farolillo,58.2,58.7,53.3,"57,2","67,2","59,9","52,2","42,9","39,9"
jul-19,19,Alto Extremadura,59.8,59.8,53.7,"58,6","67,5","61,4","54,5","44,3","37,1"
jul-19,20,Avda de Moratalaz,63.4,60.5,52.9,"61,3","68,4","61,2",55,45,38
jul-19,24,Casa de Campo,48.2,48.7,43.2,"47,2","54,7","49,9","45,1","40,4","36,4"
jul-19,25,Santa Eugenia,65.9,65.5,61.8,"64,8","69,7","67,1","64,5","58,2","50,4"
jul-19,26,Embajada,60.3,59.4,56.0,"59,1","65,7","62,4","57,1","51,3","44,3"
jul-19,27,Barajas Pueblo,60.6,60.2,56.3,"59,5","69,8","63,5","51,9",45,"36,9"
jul-19,28,Cuatro Vientos,66.9,65.9,59.5,"65,3","73,5","69,4","60,4","42,7","36,1"
jul-19,29,El Pardo,57.9,56.6,51.1,"56,4","64,7","59,6","51,9",39,"33,6"
jul-19,30,Campo de las Naciones,59.4,59.7,54.2,"58,3","65,6","61,3","56,5","44,2","39,1"
jul-19,31,Sanchinarro,61.3,62.4,52.3,60,"70,3","64,8",51,"41,1","28,7"
jul-19,47,Méndez Álvaro,54.9,56.1,48.7,54,"63,3","55,4","50,1",41,"35,6"
jul-19,48,Castellana,62.0,61.5,57.7,"60,8","67,2","63,8","59,4","53,2","48,2"
jul-19,50,Pza de Castilla,65.4,65.2,60.9,"64,3","70,8","65,8",62,55,"48,5"
jul-19,54,Ensanche de Vallecas,59.0,59.4,53.1,"57,9","64,8",61,56,44,"35,8"
jul-19,55,Urbanización Embajada II,56.8,55.0,51.5,"55,3","62,8","57,5","51,6","46,8","43,6"
jul-19,86,Tres Olivos,56.9,56.2,50.1,"55,4","65,1","58,9",50,"40,6","36,2"
ago-19,1,Paseo de Recoletos,66.3,69.8,62.6,"66,4","72,6","68,7","61,8",54,"46,8"
ago-19,2,Carlos V,69.0,68.6,65.0,68,75,"69,8","65,7",59,"52,6"
ago-19,3,Plaza del Carmen,61.8,61.5,59.7,"61,1","70,4","63,2","57,4","52,1","48,6"
ago-19,4,Plaza de España,62.2,62.4,58.0,"61,2","69,7","63,3","58,7","52,8",47
ago-19,5,Barrio del Pilar,59.4,62.4,53.9,"59,1","66,5","61,5","56,4","46,4","40,3"
ago-19,6,Gregorio Marañón,69.5,68.8,64.7,"68,3","76,3","71,7","64,8","56,9","49,6"
ago-19,8,Escuelas Aguirre,64.8,65.7,61.6,"64,2","71,6",67,"61,8","54,4","47,2"
ago-19,10,Cuatro Caminos,63.3,63.5,57.1,"62,1",71,"65,2","57,1","47,3","42,9"
ago-19,11,Ramón y Cajal,66.2,65.9,59.3,"64,8","71,8","67,9","61,5","47,9","39,5"
ago-19,12,Plaza Manuel Becerra,63.1,62.3,57.6,"61,8","70,5",63,58,"50,4","43,3"
ago-19,13,Vallecas,60.4,59.7,53.4,"58,9","68,7","58,9",52,"43,8","37,6"
ago-19,14,Glorieta Fdez. Ladreda,63.2,63.6,59.2,"62,3","69,1","64,5","60,7","54,4",49
ago-19,16,Arturo Soria,60.0,59.9,54.3,"58,7","66,2","62,2","55,3","40,9",35
ago-19,17,Villaverde,56.0,61.7,54.2,"57,3","67,3","60,1","52,2","42,7","36,9"
ago-19,18,Farolillo,58.3,58.9,51.0,"57,1","67,6",60,51,"42,5","39,3"
ago-19,19,Alto Extremadura,58.9,60.5,52.8,"58,1","67,3","60,7","52,7","37,7","29,5"
ago-19,20,Avda de Moratalaz,59.0,60.3,53.5,"58,1","66,1","59,9",54,"44,3","38,2"
ago-19,24,Casa de Campo,48.9,53.8,42.8,"49,3","55,9","50,6","45,1","39,5","36,1"
ago-19,25,Santa Eugenia,65.9,65.5,61.6,"64,8","70,6","67,1","64,1","57,9","49,6"
ago-19,26,Embajada,60.2,58.8,55.8,"61,8","65,6","61,9","56,3",51,"44,2"
ago-19,27,Barajas Pueblo,60.1,59.7,55.9,59,"69,7","62,8","50,9",44,"36,2"
ago-19,28,Cuatro Vientos,65.8,64.8,58.2,"64,2",73,"68,5","58,6","41,1","35,9"
ago-19,29,El Pardo,57.4,55.5,49.7,"55,6","64,5","58,6","49,2","36,9","33,5"
ago-19,30,Campo de las Naciones,58.0,59.4,53.9,"57,3","65,3","59,9","55,2","43,2","39,1"
ago-19,31,Sanchinarro,60.4,61.7,51.4,"59,2","70,3","63,6","50,1","42,6","37,5"
ago-19,47,Méndez Álvaro,53.7,56.5,48.9,"53,4","62,9",55,"48,2","39,7","35,3"
ago-19,48,Castellana,61.0,60.8,56.3,"59,9","66,6","62,6","58,5","51,8","47,1"
ago-19,50,Pza de Castilla,64.5,64.6,60.3,"63,5",70,"64,9","60,6","53,4","47,5"
ago-19,54,Ensanche de Vallecas,58.2,59.3,52.3,"57,2","64,9","60,4","54,9","42,7","35,6"
ago-19,55,Urbanización Embajada II,55.3,56.0,50.4,"54,3","62,5","56,8","50,5","45,6","41,5"
ago-19,86,Tres Olivos,56.0,56.3,49.0,"54,7","64,5","57,3",48,40,"36,1"
sep-19,1,Paseo de Recoletos,72.6,67.0,63.9,"69,6","79,8","69,7","63,8","55,4","48,3"
sep-19,2,Carlos V,69.5,69.2,66.1,"68,6","75,3","70,4","66,7","60,2","53,6"
sep-19,3,Plaza del Carmen,63.2,62.1,60.7,"62,3","71,6","64,5","58,8","52,6","48,6"
sep-19,4,Plaza de España,62.9,62.3,58.8,"61,8","71,1","63,5","59,7",54,"48,4"
sep-19,5,Barrio del Pilar,61.5,62.1,54.1,"60,3","67,6","62,7","57,7","46,5","39,9"
sep-19,6,Gregorio Marañón,71.2,70.5,66.7,70,77,"73,2","66,9","59,7",51
sep-19,8,Escuelas Aguirre,66.4,65.8,62.8,"65,4","72,4","68,3","63,2","55,9","47,5"
sep-19,10,Cuatro Caminos,65.2,64.5,59.2,"63,8","72,1","67,2","59,6",49,"42,6"
sep-19,11,Ramón y Cajal,68.0,68.5,62.1,"66,8","73,3","69,5","64,9","51,2","40,3"
sep-19,12,Plaza Manuel Becerra,63.9,63.6,58.0,"62,6","70,1","64,1","59,8",52,45
sep-19,13,Vallecas,64.2,57.6,51.7,"61,6","69,6","67,1","53,6",44,"38,5"
sep-19,14,Glorieta Fdez. Ladreda,64.0,64.2,59.8,63,"69,5",65,"61,5","54,6","48,7"
sep-19,16,Arturo Soria,62.4,60.8,55.4,"60,7","67,6","63,5","57,6",42,"34,9"
sep-19,17,Villaverde,58.6,60.3,51.4,"57,7","66,8","59,5","52,6","41,9","36,6"
